ItemGenre	DetailType	ParticularType	ÎåÐÐÊôÐÔ	µÈ¼¶	ÒøÁ½	¸£Ôµ	Í­Ç®	»ý·Ö	½ð±Ò	¹±Ï×¶È	ÈÙÓþµã	½ð±Ò»ý·Ö	½ð±Ò¹ºÎï·µ»¹µÄ½ð±Ò»ý·Ö	Í³Ò»¼Û¸ñ»õ±ÒÀàÐÍ	Í³Ò»¼Û¸ñ½ð¶î	ÊÇ·ñ×ö½»Ò×¼ÇÂ¼	ÉÌÆ·ÏÖ¼Û	´ÙÏú¿ªÊ¼Ê±¼ä	´ÙÏú½áÊøÈÕÆÚ	ÏúÊÛ¿ªÊ¼Ê±¼ä	ÏúÊÛ½áÊøÈÕÆÚ	±£ÖµÆÚ£¨·ÖÖÓ£¬ÏÖÊµÊ±¼ä£©	Ê¹ÓÃÆÚ£¨·ÖÖÓ£¬ÔÚÏßÊ±¼ä£©	ÏûºÄÀàÐÍ(0-Ò»´Î;1-ÎÞÏÞ´Î)	µÀ¾ßÃû³Æ£¨±ØÐë·Å×îºó£¬³ÌÐò²»¶Á£©
6	1	457	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá11
6	1	458	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá12
6	1	459	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá13
6	1	460	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá14
6	1	461	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá15
6	1	462	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá16
6	1	463	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá17
6	1	464	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá18
6	1	465	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá19
6	1	466	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá20
6	1	467	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá21
6	1	468	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá22
6	1	469	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá23
6	1	470	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá24
6	1	471	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá25
6	1	472	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá26
6	1	473	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá27
6	1	474	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá28
6	1	475	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá29
6	1	476	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá30
6	1	477	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá31
6	1	478	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá32
6	1	479	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá33
6	1	480	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá34
6	1	481	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá35
6	1	482	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá36
6	1	483	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá37
6	1	484	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá38
6	1	485	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá39
6	1	486	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá40
6	1	487	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá41
6	1	488	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá42
6	1	489	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá43
6	1	490	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá44
6	1	491	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá45
6	1	492	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá46
6	1	493	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá47
6	1	494	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá48
6	1	495	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá49
6	1	496	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá50
6	1	497	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá51
6	1	498	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá52
6	1	499	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá53
6	1	500	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá54
6	1	501	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá55
6	1	502	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá56
6	1	503	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá57
6	1	504	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá58
6	1	505	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá59
6	1	506	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá60
6	1	507	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá61
6	1	508	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá62
6	1	509	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá63
6	1	510	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá64
6	1	511	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá65
6	1	512	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá66
6	1	513	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá67
6	1	514	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá68
6	1	515	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá69
6	1	516	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá70
6	1	517	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá71
6	1	518	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá72
6	1	519	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá73
6	1	520	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá74
6	1	521	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá75
6	1	522	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá76
6	1	523	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá77
6	1	524	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá78
6	1	525	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá79
6	1	526	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá80
6	1	527	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá81
6	1	528	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá82
6	1	529	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá83
6	1	530	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá84
6	1	531	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá85
6	1	532	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá86
6	1	533	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá87
6	1	534	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá88
6	1	535	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá89
6	1	536	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá90
6	1	537	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá91
6	1	538	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá92
6	1	539	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá93
6	1	540	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá94
6	1	541	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá95
6	1	542	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá96
6	1	543	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá97
6	1	544	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá98
6	1	545	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá99
6	1	546	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá100
6	1	547	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá101
6	1	548	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá102
6	1	549	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá103
6	1	550	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá104
6	1	551	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá105
6	1	552	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá106
6	1	553	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá107
6	1	554	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá108
6	1	555	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá109
6	1	556	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá110
6	1	557	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá111
6	1	558	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá112
6	1	559	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá113
6	1	560	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá114
6	1	561	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá115
6	1	562	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá116
6	1	563	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá117
6	1	564	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá118
6	1	565	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá119
6	1	566	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá120
6	1	567	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá121
6	1	568	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá122
6	1	569	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá123
6	1	570	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá124
6	1	571	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá125
6	1	572	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá126
6	1	573	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá127
6	1	574	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá128
6	1	575	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá129
6	1	576	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá130
6	1	577	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá131
6	1	578	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá132
6	1	579	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá133
6	1	580	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá134
6	1	581	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá135
6	1	582	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá136
6	1	583	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá137
6	1	584	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá138
6	1	585	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá139
6	1	586	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá140
6	1	587	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá141
6	1	588	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá142
6	1	589	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá143
6	1	590	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá144
6	1	591	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá145
6	1	592	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá146
6	1	593	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá147
6	1	594	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá148
6	1	595	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá149
6	1	596	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá150
6	1	597	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá151
6	1	598	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá152
6	1	599	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá153
6	1	600	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá154
6	1	601	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá155
6	1	602	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá156
6	1	603	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá157
6	1	604	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá158
6	1	605	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá159
6	1	606	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá160
6	1	607	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá161
6	1	608	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá162
6	1	609	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá163
6	1	610	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá164
6	1	611	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá165
6	1	612	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá166
6	1	613	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá167
6	1	614	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá168
6	1	615	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá169
6	1	616	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá170
6	1	617	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá171
6	1	618	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá172
6	1	619	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá173
6	1	620	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá174
6	1	621	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá175
6	1	622	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá176
6	1	623	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá177
6	1	624	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá178
6	1	625	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá179
6	1	626	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá180
6	1	627	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá181
6	1	628	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá182
6	1	629	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá183
6	1	630	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá184
6	1	631	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá185
6	1	632	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá186
6	1	633	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá187
6	1	634	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá188
6	1	635	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá189
6	1	636	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá190
6	1	637	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá191
6	1	638	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá192
6	1	639	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá193
6	1	640	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá194
6	1	641	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá195
6	1	642	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá196
6	1	643	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá197
6	1	644	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá198
6	1	645	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá199
6	1	646	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá200
6	1	647	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá201
6	1	648	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá202
6	1	649	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá203
6	1	650	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá204
6	1	651	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá205
6	1	652	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá206
6	1	653	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá207
6	1	654	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá208
6	1	655	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá209
6	1	656	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá210
6	1	657	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá211
6	1	658	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá212
6	1	659	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá213
6	1	660	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá214
6	1	661	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá215
6	1	662	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá216
6	1	663	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá217
6	1	664	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá218
6	1	665	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá219
6	1	666	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá220
6	1	667	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá221
6	1	668	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá222
6	1	669	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá223
6	1	670	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá224
6	1	671	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá225
6	1	672	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá226
6	1	673	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá227
6	1	674	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá228
6	1	675	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá229
6	1	676	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá230
6	1	677	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá231
6	1	678	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá232
6	1	679	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá233
6	1	680	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá234
6	1	681	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá235
6	1	682	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá236
6	1	683	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá237
6	1	684	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá238
6	1	685	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá239
6	1	686	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá240
6	1	687	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá241
6	1	688	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá242
6	1	689	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá243
6	1	690	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá244
6	1	691	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá245
6	1	692	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá246
6	1	693	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá247
6	1	694	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá248
6	1	695	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá249
6	1	696	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá250
6	1	697	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá251
6	1	698	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá252
6	1	699	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá253
6	1	700	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá254
6	1	701	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá255
6	1	702	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá256
6	1	703	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá257
6	1	704	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá258
6	1	705	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá259
6	1	706	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá260
6	1	707	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá261
6	1	708	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá262
6	1	709	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá263
6	1	710	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá264
6	1	711	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá265
6	1	712	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá266
6	1	713	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá267
6	1	714	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá268
6	1	715	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá269
6	1	716	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá270
6	1	717	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá271
6	1	718	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá272
6	1	719	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá273
6	1	720	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá274
6	1	721	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá275
6	1	722	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá276
6	1	723	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá277
6	1	724	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá278
6	1	725	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá279
6	1	726	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá280
6	1	727	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá281
6	1	728	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá282
6	1	729	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá283
6	1	730	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá284
6	1	731	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá285
6	1	732	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá286
6	1	733	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá287
6	1	734	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá288
6	1	735	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá289
6	1	736	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá290
6	1	737	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá291
6	1	738	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá292
6	1	739	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá293
6	1	740	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá294
6	1	741	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá295
6	1	742	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá296
6	1	743	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá297
6	1	744	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá298
6	1	745	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá299
6	1	746	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá300
6	1	747	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá301
6	1	748	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá302
6	1	749	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá303
6	1	750	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá304
6	1	751	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá305
6	1	752	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá306
6	1	753	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá307
6	1	754	0	1	100											1									Í¬°éÐÞÁ·ÈÎÎñ¾íÖá308
